ligand_id,ligand_name,num_atoms,spm_score,molskill_score,is_ns
13738,s_240690____27321420____7368728,20,-0.452378,-17.274286,No
13739,m_282151____25194476____25198868____25246664,28,-1.368232,10.179132,No
13740,5fzk_A_rec_5fzg_7ia_lig_tt_min_0_pocket10_gen_sample_1,18,-2.464230,7.620000,No
13741,m_274552____23519710____13733802____13453918,29,-0.236424,-12.934932,No
13742,m_282151____25176132____25203266____25266938,27,-1.266441,-14.982891,No
13743,m_271302____8908014____25576038,24,-1.489704,12.710350,No
13744,s_1458____10269108____10967124,21,-0.609337,3.099856,No
13745,5tbb_A_rec_3jps_doc_lig_tt_min_0_pocket10_gen_sample_11,18,-1.804187,-4.470000,No
13746,s_270084____20632216____15149644,21,-0.752437,-2.667678,No
13747,m_279130____28574866____28185688____28193518,28,-0.669687,-9.517935,No
13748,3owu_A_rec_1cqs_equ_lig_tt_docked_0_pocket10_gen_sample_15,20,-2.597807,11.210000,No
13749,m_44____19885322____30194462,25,-1.770035,-4.000731,No
13750,s_2708____6362416____15745930,20,-0.444991,0.320489,No
13751,m_282490____23950960____23976248____23971832,25,-0.328500,-0.012535,No
13752,m_274552____23521808____13734250____15975066,27,-1.288103,-6.387449,No
13753,1gng_B_rec_3zdi_ugj_lig_tt_min_0_pocket10_gen_sample_17,22,-2.807685,5.850000,No
13754,m_275592____15064740____13187242____14133420,25,-1.286759,-8.468885,No
13755,1a82_A_rec_1dak_dpu_lig_tt_min_0_pocket10_gen_sample_8,20,-2.839422,5.700000,No
13756,2qwl_B_rec_1qqo_adp_lig_tt_docked_0_pocket10_gen_sample_12,27,-2.308074,9.000000,No
13757,m_274552____14900008____24996480____15975490,27,-1.346203,1.308921,No
13758,1gjc_B_rec_1gi8_bmz_lig_tt_min_0_pocket10_gen_sample_5,19,-0.802749,-1.760000,No
13759,m_240690____14321012____19726716,18,-0.224372,13.680202,No
13760,m_207____26105904____23868572,17,0.586419,-7.878969,No
13761,3udl_A_rec_4eo8_0s3_lig_tt_docked_0_pocket10_gen_sample_7,27,-1.074663,0.330000,No
13762,s_240690____26257166____21393454,24,-1.363386,14.473474,No
13763,s_270112____19510778____33957038,29,-0.516652,11.649936,No
13764,m_275592____14115224____18925850____25323962,28,-1.421308,12.559603,No
13765,m_275592____24751954____14140390____19052448,27,-1.610517,6.605438,No
13766,m_281630____20804032____21629894____20773114,26,-0.479833,6.723264,No
13767,m_274552____23414844____13735126____15985578,25,-1.718138,-5.787644,No
13768,5k7g_A_rec_4yo6_4gd_lig_tt_docked_7_pocket10_gen_sample_15,24,-3.087227,12.180000,No
13769,1mpd_A_rec_3q29_mal_lig_tt_min_0_pocket10_gen_sample_17,23,-2.234397,22.130000,No
13770,s_207____21595220____26206402,20,0.036315,-13.618346,No
13771,5t21_A_rec_3vhc_vhc_lig_tt_min_0_pocket10_gen_sample_1,29,-3.173538,14.940000,No
13772,m_274552____23521902____13184892____25031724,23,-1.402170,-17.434507,No
13773,m_44____30523328____30194084,25,-1.026002,-4.621876,No
13774,s_2718____21589392____9449354,27,-0.522112,1.254671,No
13775,3ws8_A_rec_3sn7_540_lig_tt_min_0_pocket10_gen_sample_15,25,-3.021926,7.880000,No
13776,m_274552____23414766____15969814____22609896,28,-0.591557,3.697079,No
13777,5k7g_A_rec_4yo6_4gd_lig_tt_docked_7_pocket10_gen_sample_17,24,-3.885033,12.970000,No
13778,m_275592____18896674____14140026____19051922,28,-1.448883,3.559871,No
13779,m_275592____14114662____13187114____13186558,24,-0.878870,-0.353297,No
13780,s_11____25831952____7289768,24,-1.754793,1.028176,No
13781,2f92_F_rec_3s4j_unv_lig_tt_docked_0_pocket10_gen_sample_16,17,-1.901489,-5.510000,No
13782,1iow_A_rec_1iov_pob_lig_tt_min_0_pocket10_gen_sample_5,17,-2.365509,20.150000,No
13783,m_276450____14192850____14200398____28201634,28,-0.785425,-4.246965,No
13784,m_274552____23520756____25016018____13454308,27,-1.003326,-0.680242,No
13785,4wr7_A_rec_2nn1_m28_lig_tt_min_0_pocket10_gen_sample_15,15,-2.147515,30.330000,No
13786,m_282151____25157894____25198114____27582800,24,-0.953449,6.997470,No
13787,3x31_A_rec_1s0z_eb1_lig_tt_min_0_pocket10_gen_sample_9,33,-2.385993,12.480000,No
13788,s_270004____8299470____13285772,25,-0.935171,7.739063,No
13789,m_274552____19121906____13735060____25025840,25,-0.969854,-10.772710,No
13790,4hiq_A_rec_1u21_p2c_lig_tt_min_0_pocket10_gen_sample_7,21,-3.509547,17.080000,No
13791,m_274552____23520460____24980906____15983502,25,-1.156315,11.665998,No
13792,5ncy_A_rec_5i4u_67t_lig_tt_docked_0_pocket10_gen_sample_6,31,-2.205045,0.520000,No
13793,m_274552____23520916____24987044____13454388,26,-1.177497,9.800624,No
13794,s_273464____11206410____11234824,20,-0.732718,15.583785,No
13795,m_22____17516644____10743618,17,-0.453374,4.868738,No
13796,s_20____29017904____29137116,25,-0.739566,4.461174,No
13797,1fqj_A_rec_1fqj_gdp_lig_tt_docked_0_pocket10_gen_sample_3,28,-3.562381,20.330000,No
13798,s_1458____8852004____12915530,22,-0.484462,15.045268,No
13799,s_271948____21433794____18903032,26,-0.998200,5.901292,No
13800,2qd4_A_rec_2hrc_chd_lig_tt_min_0_pocket10_gen_sample_16,29,-2.841915,-2.700000,No
13801,s_11____25831628____28769804,28,-1.213188,-8.222095,No
13802,4pox_A_rec_4pox_2w2_lig_tt_min_0_pocket10_gen_sample_15,21,-2.236976,9.100000,No
13803,s_2230____22397226____16914126,21,-0.356745,25.053864,No
13804,s_11____22184106____26251510,19,-0.312905,23.444689,No
13805,5ct0_A_rec_5h8b_5y2_lig_tt_min_0_pocket10_gen_sample_19,27,-3.308126,25.370000,No
13806,m_275592____19666880____14135542____21842250,29,-1.387255,-6.037033,No
13807,4fr8_A_rec_4fr8_tng_lig_tt_min_0_pocket10_gen_sample_15,15,-1.409539,18.660000,No
13808,s_1458____10157052____26093174,22,-0.543447,-2.872980,No
13809,m_274552____23519634____15968160____15981646,28,-1.905059,10.925809,No
13810,m_274552____18613034____25006124____25050130,26,-1.166438,-3.457815,No
13811,m_274552____23520794____15969560____25023768,27,-1.094768,1.098461,No
13812,5ct0_A_rec_5h8b_5y2_lig_tt_min_0_pocket10_gen_sample_7,27,-3.534298,-3.770000,No
13813,s_2708____23823968____24023134,25,-1.134303,13.604566,No
13814,s_207____7764116____11675938,15,-0.182248,9.040874,No
13815,4bda_A_rec_4bdc_odh_lig_tt_docked_2_pocket10_gen_sample_17,19,-2.962653,14.870000,No
13816,4zmg_A_rec_3kvm_951_lig_tt_min_0_pocket10_gen_sample_17,24,-1.986561,6.430000,No
13817,s_2708____14037828____23910328,22,-0.319739,-7.651304,No
13818,m_282030____21918310____22003036____21939868,25,-0.476137,5.367056,No
13819,1jmi_A_rec_3c06_14c_lig_tt_min_0_pocket10_gen_sample_13,19,-2.977530,19.400000,No
13820,3kv2_A_rec_3kv2_nnh_lig_tt_min_0_pocket10_gen_sample_18,12,-2.136511,12.490000,No
13821,3ws8_A_rec_3sn7_540_lig_tt_min_0_pocket10_gen_sample_13,25,-2.870280,-4.520000,No
13822,m_275592____18896384____15844444____15855972,23,-1.191489,7.035707,No
13823,m_274552____23414854____25010068____15979370,26,-1.345011,8.575855,No
13824,m_274552____23522656____25000342____15984588,23,0.173669,24.331802,No
13825,3lhv_A_rec_2zz2_6cn_lig_tt_docked_0_pocket10_gen_sample_1,23,-2.219044,0.020000,No
13826,s_2708____15430934____25803334,22,-1.170092,-2.224286,No
13827,m_274552____20655664____15963800____15977280,24,-0.738359,-8.589841,No
13828,s_11____1027220____13389936,22,-0.022524,-4.627975,No
13829,m_282030____21932158____22608838____21953740,28,-1.502408,6.861290,No
13831,m_274552____23414794____15966162____15986934,27,-0.900018,-7.108475,No
13832,3e8z_B_rec_1r1o_sdc_lig_tt_min_0_pocket10_gen_sample_13,13,-0.229457,1.540000,No
13833,m_282030____21930238____23157412____21960540,23,-0.246244,-14.627757,No
13834,1bzj_A_rec_2azr_982_lig_tt_min_0_pocket10_gen_sample_7,17,-4.362679,17.470000,No
13835,m_274552____23522656____24994298____15984276,23,-1.128566,0.111955,No
13836,4lwe_A_rec_4o09_2r6_lig_tt_min_0_pocket10_gen_sample_9,28,-3.066879,9.090000,No
13837,m_274552____18613136____24998228____13454080,23,-0.218869,-5.159354,No
13838,m_274552____19647250____15965616____25036968,23,-0.302017,-8.063380,No
13839,3nm5_A_rec_4p54_mta_lig_tt_docked_0_pocket10_gen_sample_5,20,-2.534718,14.400000,No
13840,s_11____26314442____26270494,21,-0.391266,6.134857,No
13841,1f0u_A_rec_3a7z_o14_lig_tt_docked_2_pocket10_gen_sample_14,19,-1.482277,6.280000,No
13842,m_282155____27466894____26953636____26903138,20,-0.782917,-20.070347,No
13843,4i29_A_rec_4qz9_dct_lig_tt_min_0_pocket10_gen_sample_12,27,-2.754947,9.850000,No
13844,s_40____26990774____14483466,27,-1.214864,-7.174098,No
13845,m_274552____24795514____24970762____15981624,29,-1.889018,11.941463,No
13846,m_274552____23522610____24973236____15974926,25,-0.792083,-5.489251,No
13847,m_282770____26500634____26579350,21,-1.487270,1.337755,No
13848,m_274552____19647284____15961646____15976704,21,-0.893362,3.151802,No
13849,m_282151____25202380____25158582____25262918,24,-0.633656,-4.672021,No
13850,1xwf_A_rec_5axb_nrn_lig_tt_docked_0_pocket10_gen_sample_7,18,-3.834085,27.330000,No
13851,m_275592____18896388____14137664____14134588,25,-1.166249,2.381247,No
13852,1gjc_B_rec_1gi8_bmz_lig_tt_min_0_pocket10_gen_sample_11,19,-1.813528,1.710000,No
13853,m_274552____18613030____15946118____15975112,27,-1.293590,-1.003213,No
13854,m_275592____18896312____13187222____15861472,27,-0.993874,9.279472,No
13855,5hwx_A_rec_5hwx_mys_lig_tt_docked_6_pocket10_gen_sample_5,15,-3.994256,14.760000,No
13856,m_282151____25174892____25220116____25270042,27,-0.595395,-0.048672,No
13857,1kiu_B_rec_1kiu_mma_lig_tt_min_0_pocket10_gen_sample_7,13,-2.308222,13.140000,No
13858,5k0g_A_rec_5k0n_6p0_lig_tt_min_0_pocket10_gen_sample_12,23,-2.026519,6.180000,No
13859,m_275592____15865756____13187402____19057850,27,-1.063535,-9.527065,No
13860,4efu_A_rec_4u93_990_lig_tt_docked_1_pocket10_gen_sample_17,28,-2.739438,6.360000,No
13861,m_275592____25976482____14138398____14132898,28,-0.702521,0.106272,No
13862,m_282151____25171498____25182868____25255018,20,-0.963379,-6.910859,No
13863,2rew_A_rec_1i7g_az2_lig_tt_min_0_pocket10_gen_sample_7,28,-1.825740,16.830000,No
13864,m_282151____25156136____25197582____25277778,27,-1.489498,8.865499,No
13865,m_275592____14114414____15844510____15856876,28,-1.132890,1.525587,No
13866,2g20_A_rec_2g1n_1ig_lig_tt_docked_0_pocket10_gen_sample_15,29,-3.124146,1.700000,No
13867,m_274552____23520288____25000718____25032132,24,-0.474453,-3.087533,No
13868,m_275592____26386284____14138460____15860088,27,-0.919201,8.507795,No
13869,s_22____21205472____8593070,28,-0.829423,7.134525,No
13870,s_11____22178586____25986748,22,-0.109959,-19.703182,No
13871,m_276452____14193804____14224148____21066346,26,-0.575354,3.055758,No
13872,3n86_A_rec_4ciw_xh2_lig_tt_min_0_pocket10_gen_sample_1,15,-4.610304,12.970000,No
13873,m_275592____20026940____15845532____15855904,27,-1.081682,-10.370770,No
13874,3reo_A_rec_3reo_eug_lig_tt_min_0_pocket10_gen_sample_11,12,-3.792059,20.950000,No
13875,m_282151____25161590____25214072____30182622,23,0.066428,7.586092,No
13876,1iqm_L_rec_2p93_me1_lig_tt_docked_0_pocket10_gen_sample_2,27,-1.735011,10.520000,No
13877,m_274552____19466970____25011982____25038734,27,-1.077570,-0.357471,No
13878,3b0w_B_rec_4wqp_3sx_lig_tt_docked_11_pocket10_gen_sample_7,31,-1.931653,-7.150000,No
13879,m_274552____18613160____25000672____15975436,24,-1.080340,2.762035,No
13880,m_275592____15865690____21829278____14133420,26,-0.835357,3.363744,No
13881,m_274552____23522322____24991528____15976146,28,-0.852644,-2.292150,No
13882,2rcw_A_rec_5wrz_7u3_lig_tt_min_0_pocket10_gen_sample_16,19,-1.518927,17.450000,No
13883,m_274552____21223278____24984178____15979594,27,-1.345247,-3.308475,No
13884,5ezh_A_rec_5j1y_p87_lig_tt_docked_0_pocket10_gen_sample_9,14,0.263238,15.550000,No
13885,m_275592____21401798____15842734____14134008,27,-1.501214,-4.181566,No
13886,m_280530____18835078____18895932____18876546,27,-0.665696,-7.179313,No
13887,2bxa_B_rec_2bxe_1fl_lig_tt_min_0_pocket10_gen_sample_7,18,-2.972084,13.500000,No
13888,m_281630____27206520____21628264____20772824,26,-0.427813,4.430530,No
13889,3ms4_A_rec_2gj4_2th_lig_tt_docked_0_pocket10_gen_sample_1,22,-2.450383,3.190000,No
13890,m_282151____25160436____25207160____25266566,25,-0.449719,3.848872,No
13891,m_282490____23963316____29701116____23981220,25,-0.738850,12.279445,No
13892,5ede_A_rec_5i2r_67a_lig_tt_docked_6_pocket10_gen_sample_19,29,-2.898769,10.160000,No
13893,m_279130____28574866____28192022____28196156,25,-1.321247,-7.256542,No
13894,1tkt_A_rec_3lp1_nvp_lig_tt_docked_0_pocket10_gen_sample_15,20,-1.039387,11.370000,No
13895,2xp4_A_rec_2xp7_4f8_lig_tt_docked_0_pocket10_gen_sample_14,17,-2.659760,-17.120000,No
13896,s_22____34917012____16908294,26,-0.061422,3.520247,No
13897,m_275592____18992140____21832090____13186312,28,-0.985010,-0.404440,No
13898,m_274552____23520826____15962664____15988402,28,-1.697561,-13.721856,No
13899,2cxr_A_rec_2cxr_6pg_lig_tt_min_0_pocket10_gen_sample_3,17,-1.885807,6.300000,No
13900,m_274552____23520154____24965318____15975660,28,-1.270692,6.844168,No
13901,m_274552____23414810____20499838____25054822,29,-1.260185,6.633632,No
13902,m_274552____23519970____24989060____25035746,24,-0.810319,19.191702,No
13903,m_275592____15865400____25317512____15861754,26,-1.109156,2.106648,No
13904,m_282151____25211514____25173296____25261862,26,-0.280483,-13.454268,No
13905,s_22____28246250____6389272,22,-0.665353,5.853375,No
13906,4hw2_A_rec_4zbi_4m6_lig_tt_min_0_pocket10_gen_sample_9,29,-3.144295,11.910000,No
13907,s_273578____20020456____11473046,29,-0.898836,-13.968986,No
13908,s_27____103001____25394476,20,-0.772937,-7.044998,No
13909,3fr5_A_rec_3fr4_f8a_lig_tt_docked_0_pocket10_gen_sample_5,27,-3.011432,5.360000,No
13910,m_275592____19666900____18934428____19054694,28,-0.790552,-5.710554,No
13911,5fxt_A_rec_5g48_1fl_lig_tt_min_0_pocket10_gen_sample_11,13,-1.994296,4.700000,No
13912,s_2708____23828672____25110920,24,-0.614401,-10.406732,No
13913,1xoe_A_rec_2qwh_g39_lig_tt_docked_2_pocket10_gen_sample_15,20,-3.394239,21.410000,No
13914,3n86_A_rec_4ciw_xh2_lig_tt_min_0_pocket10_gen_sample_10,15,-2.875220,13.280000,No
13915,m_275592____14114824____14140432____14133076,25,-1.333600,5.386741,No
13916,2bxh_A_rec_2bxh_ios_lig_tt_docked_0_pocket10_gen_sample_17,14,-1.263070,11.640000,No
13917,m_282490____23963114____29699264____23978874,28,-1.171537,18.937954,No
13918,1iow_A_rec_1iov_pob_lig_tt_min_0_pocket10_gen_sample_15,17,-3.112640,23.610000,No
13919,s_2230____12056432____7465266,21,0.106328,-13.009740,No
13920,5o0d_C_rec_5o0d_9f5_lig_tt_min_0_pocket10_gen_sample_11,18,-3.830305,15.390000,No
13921,1cqp_A_rec_3f78_icf_lig_tt_min_0_pocket10_gen_sample_7,10,-1.450144,19.020000,No
13922,s_2230____21548224____7465988,23,-1.086972,11.391959,No
13923,3px6_A_rec_3px0_dcp_lig_tt_docked_1_pocket10_gen_sample_6,21,-3.566511,23.800000,No
13924,m_275592____18897232____18917070____14130778,28,-1.096946,-10.696399,No
13925,2pbw_A_rec_3fv1_dyh_lig_tt_min_0_pocket10_gen_sample_8,21,-4.348704,25.870000,No
13926,s_11____13595966____769960,25,-0.362156,-8.943301,No
13927,3f15_A_rec_3rtt_klh_lig_tt_docked_3_pocket10_gen_sample_2,20,-1.623418,-15.110000,No
13928,m_282910____27093770____27098514____27146344,27,-0.890242,-3.998408,No
13929,m_269862____13215000____7201274,16,0.301815,1.193650,No
13930,m_276452____27419276____27490008____21065168,27,-1.053952,4.259309,No
13931,m_274552____19121914____15964860____13454492,25,-1.450561,-19.707367,No
13932,m_274552____18613050____15957526____15976240,25,-1.114099,8.092067,No
13933,2zfx_A_rec_2hb8_mvd_lig_tt_min_0_pocket10_gen_sample_13,31,-3.066978,9.090000,No
13934,m_2718____29050372____8677950,25,-0.646929,-6.356879,No
13935,1sqo_A_rec_1fv9_172_lig_tt_docked_5_pocket10_gen_sample_9,11,-1.643967,9.800000,No
13936,m_274552____19466952____15957864____15984616,29,-1.036347,6.748241,No
13937,m_274552____23522300____24991774____15982086,26,-1.384904,-10.203396,No
13938,4oyr_B_rec_4oim_jus_lig_tt_docked_0_pocket10_gen_sample_10,22,-1.234979,17.380000,No
13939,s_40____26990614____15501928,27,-0.882008,3.146916,No
13940,4y36_A_rec_4y4e_46r_lig_tt_min_0_pocket10_gen_sample_15,14,-1.498885,-2.180000,No
13941,m_282151____25179786____25163502____28321186,27,-0.805563,4.805360,No
13942,2ocu_A_rec_2doj_adn_lig_tt_min_0_pocket10_gen_sample_9,19,-0.122363,12.780000,No
13943,m_282151____25180742____25200758____28321222,27,-0.796974,-1.960494,No
13944,m_275592____18896096____14140088____15857252,24,-0.697721,18.683739,No
13945,m_282490____23963904____23975992____23725792,27,-0.543667,-12.069775,No
13946,5k8x_B_rec_5lkj_6yb_lig_tt_min_0_pocket10_gen_sample_18,32,-1.559163,-5.890000,No
13947,m_275592____18897162____13187332____14134288,28,-0.794735,-11.434456,No
13948,m_282030____21922252____23202030____21970614,21,-1.059976,-9.661290,No
13949,m_274552____23520098____25020738____13454046,28,-1.158257,-16.810074,No
13950,3qx9_A_rec_3lud_amp_lig_tt_docked_0_pocket10_gen_sample_9,23,-5.072929,37.450000,No
13951,m_274552____23414856____13185462____25032206,28,-1.883479,2.051186,No
13952,3wk4_A_rec_4y2y_49z_lig_tt_docked_5_pocket10_gen_sample_7,17,-0.860629,14.410000,No
13953,m_274552____23521014____15946570____15975482,24,-1.116143,-3.945201,No
13954,5cxy_A_rec_5bo6_cdp_lig_tt_docked_0_pocket10_gen_sample_8,25,-1.646832,14.240000,No
13955,s_22____9819742____9436100,25,-1.302829,-3.866768,No
13956,m_274552____24795932____24984886____15976338,24,-1.042104,-13.249209,No
13957,m_274552____24795572____15962812____13454016,25,-0.974423,-8.734094,No
13958,m_275592____21824056____21832726____15855854,27,-1.131511,19.754860,No
13959,s_527____15426722____2535814,25,-1.531340,-6.628088,No
13960,m_22____20872082____1322238,21,-1.137298,23.865847,No
13961,m_274552____23520638____24979590____25023928,27,-1.019934,-9.908328,No
13962,3pzc_A_rec_3mf2_amp_lig_tt_docked_0_pocket10_gen_sample_9,23,-3.150343,16.540000,No
13963,m_275592____25037306____25317398____15862286,25,-0.294339,9.753375,No
13964,m_282030____21915250____22608794____21951126,23,-0.535322,0.650071,No
13965,m_275592____21824254____15845004____21837366,26,-0.672609,-0.587981,No
13966,m_280530____18824438____18862142____18889330,27,-1.613177,-14.260188,No
13967,s_270004____24171444____9599062_1,26,-1.507937,4.280382,No
13968,m_274552____20265666____13184764____25028196,22,0.501894,-4.542219,No
13969,s_2430____11734206____28470296,26,-0.557379,-6.619855,No
13970,s_2230____12850708____25591982,26,-0.729341,-11.655764,No
13971,m_274552____23521226____25006120____25037546,27,-0.540454,14.318999,No
13972,1ls6_A_rec_3u3o_3qv_lig_tt_min_0_pocket10_gen_sample_17,14,-1.646786,-3.650000,No
13974,m_282151____25155624____25172404____28904576,27,-1.123656,-0.380130,No
13975,3pgh_D_rec_3hs7_hxa_lig_tt_min_0_pocket10_gen_sample_9,13,-1.341572,5.980000,No
13976,s_2708____907740____24028190,21,-0.377164,3.797766,No
13977,m_276450____14192984____27808252____28202480,28,-0.587237,5.945350,No
13978,5ap3_A_rec_5ehy_5o4_lig_tt_min_0_pocket10_gen_sample_7,20,-2.153993,12.660000,No
13979,m_282151____28792294____31844234____25250308,24,-1.446499,-5.290509,No
13980,s_11____22354720____28770174,20,-0.441736,-8.580961,No
13981,m_274552____18613016____15966176____15976738,27,-0.645813,-13.001365,No
13982,m_274552____20265666____15957034____25038668,25,-0.817320,10.043546,No
13983,s_527____10159408____1183202,21,-0.101420,-14.473260,No
13984,2p98_A_rec_2gg7_u14_lig_tt_docked_0_pocket10_gen_sample_17,18,-2.732635,-0.410000,No
13985,1aax_A_rec_1c83_oai_lig_tt_min_0_pocket10_gen_sample_4,18,-3.006936,8.460000,No
13986,1xwf_A_rec_5axb_nrn_lig_tt_docked_0_pocket10_gen_sample_9,18,-2.486830,23.270000,No
13987,m_240690____9870758____17782308,17,-1.336980,-2.755446,No
13988,3x31_A_rec_1s0z_eb1_lig_tt_min_0_pocket10_gen_sample_11,33,-3.351746,16.720000,No
13989,m_282151____25174892____25188974____25276914,24,-0.309171,5.812171,No
13990,3krr_A_rec_3tjc_0tp_lig_tt_min_0_pocket10_gen_sample_9,26,-2.454677,-16.610000,No
13991,s_40____7105874____1297884,18,0.378084,4.896290,No
13992,2jav_A_rec_2jav_5z5_lig_tt_min_0_pocket10_gen_sample_3,23,-3.251021,12.260000,No
13993,s_2708____6202684____911334,29,-0.524628,0.675297,No
13994,4ajj_B_rec_4ajl_88w_lig_tt_min_0_pocket10_gen_sample_7,21,-1.238530,18.410000,No
13995,m_274552____23520636____25002704____15988868,25,-1.324918,-2.905937,No
13996,m_275592____18896570____18913894____15859912,27,-1.093159,10.405982,No
13997,m_274552____18613010____24967718____13454268,24,-0.555665,-1.748825,No
13998,m_282490____23940746____23975592____23725792,21,-0.757854,10.706779,No
13999,m_282151____27567340____25195914____30480174,26,-0.858703,-14.607233,No
14000,m_279130____28136912____28147438____28195632,28,-0.535901,9.644147,No
14001,1xpq_B_rec_3bi5_dia_lig_tt_min_0_pocket10_gen_sample_17,10,-2.383838,12.840000,No
14002,s_22____26660130____30142470,24,-0.697949,4.047602,No
14003,m_282151____25201170____29605260____25259150,26,-1.258402,-4.384283,No
14004,m_274552____23522002____24999764____15978936,28,-1.552118,-20.318176,No
14005,s_527____12305896____14049328,26,-0.889993,-8.941365,No
14006,4v0s_B_rec_4v0s_2hn_lig_tt_docked_1_pocket10_gen_sample_9,25,-3.063208,9.570000,No
14007,m_275592____14115018____15843118____19052384,25,-1.025941,7.295967,No
14008,3u4u_A_rec_5kwh_6xt_lig_tt_min_0_pocket10_gen_sample_1,25,-2.139221,-11.810000,No
14009,m_274552____23522752____15966112____25066554,27,-0.868901,8.889615,No
14010,3sru_X_rec_3frb_top_lig_tt_docked_7_pocket10_gen_sample_18,21,-3.904556,14.610000,No
14011,m_274552____24795858____13733760____13454262,27,-0.999228,7.628099,No
14012,1zh6_A_rec_3d6v_tfq_lig_tt_docked_0_pocket10_gen_sample_7,17,-1.666373,19.000000,No
14013,m_282151____27553362____25204128____25243402,26,-1.238568,4.619580,No
14014,s_11____9478970____9316122,24,0.128325,5.189037,No
14015,m_275592____15865284____15841308____14135104,24,-1.060847,12.650761,No
14016,m_2230____13225050____22376528,19,-1.374673,10.516699,No
14017,m_274552____18612980____15973556____25042804,24,-0.863321,-5.644994,No
14018,1e2q_A_rec_1e9f_tmp_lig_tt_docked_0_pocket10_gen_sample_17,21,-1.954068,17.850000,No
14019,s_22____24036542____1136894,22,-0.267599,11.703727,No
14020,m_275592____25034002____21829508____25321730,28,-1.674344,-0.762679,No
14021,5aqs_A_rec_5aqh_zvo_lig_it2_tt_docked_16_pocket10_gen_sample_1,14,-2.033399,-8.980000,No
14022,m_274552____23520008____25000672____13453892,26,-0.756082,-11.002050,No
14023,m_274552____18613030____15966662____15975224,27,-0.717595,-8.968060,No
14024,m_275592____14114942____14140908____25324216_1,24,-0.869683,-2.280233,No
14025,4wr7_A_rec_2nn1_m28_lig_tt_min_0_pocket10_gen_sample_1,15,-1.950588,10.460000,No
14026,s_38____765356____13451108,19,0.063562,8.943461,No
14027,m_282490____23966162____23974332____23970514,28,-0.547490,21.438438,No
14028,1fqj_A_rec_1fqj_gdp_lig_tt_docked_0_pocket10_gen_sample_16,28,-3.780459,24.030000,No
14029,m_274552____24795678____25018148____15975124,28,-0.924622,-6.449749,No
14030,4pm1_A_rec_4pme_cur_lig_tt_min_0_pocket10_gen_sample_11,27,-3.413266,9.310000,No
14031,m_274552____23522306____24933600____25053480,27,-0.404327,11.755136,No
14032,3h9a_A_rec_3h9a_ppy_lig_tt_min_0_pocket10_gen_sample_9,12,-1.732417,2.560000,No
14033,3tzi_B_rec_4ph9_ibp_lig_tt_min_0_pocket10_gen_sample_17,15,-2.590409,11.180000,No
14034,m_281630____20792988____21624570____20614580,26,-1.357726,5.074492,No
14035,m_282155____28790870____26431342____26903546,24,-0.106090,6.989392,No
14036,2jcs_A_rec_1zm7_ttp_lig_tt_docked_0_pocket10_gen_sample_15,29,-2.704642,0.210000,No
14037,m_276010____17281802____24766588____24752148,25,-0.797975,-6.828220,No
14038,m_275592____20019892____21827994____14131130,24,-0.303327,5.086760,No
14039,m_274552____23209284____25003342____13454012,21,-0.896682,12.501781,No
14040,s_1458____26632190____4117654,25,-0.337422,-6.797685,No
14041,1q6s_A_rec_1c85_oba_lig_tt_docked_1_pocket10_gen_sample_13,15,-3.460688,24.200000,No
14042,m_275592____27188168____15841824____21843016,26,-1.759254,10.113769,No
14043,1igx_A_rec_1fe2_lax_lig_tt_min_0_pocket10_gen_sample_9,22,-0.814474,-1.630000,No
14044,m_274552____19635180____25009590____15976274,26,-0.649620,-7.195084,No
14045,4lap_A_rec_3pb5_f63_lig_tt_min_0_pocket10_gen_sample_13,16,-2.363776,25.300000,No
14046,m_274860____17137650____12536600____12655838,29,-0.726894,1.990631,No
14047,m_276450____27869706____14202020____28201446,28,-0.861072,-15.520906,No
14048,m_275592____14114646____15844970____21836438,26,-1.440440,13.366228,No
14049,5c29_A_rec_3lxg_z73_lig_tt_min_0_pocket10_gen_sample_12,20,-1.431228,12.160000,No
14050,s_282070____22193802____30647022,23,0.309718,-13.920896,No
14051,4wn1_A_rec_5axq_4lp_lig_tt_docked_18_pocket10_gen_sample_4,37,-2.848237,10.750000,No
14052,s_22____34923202____846904,24,-0.766065,-2.540083,No
14053,m_271949____14482970____20608418,25,-1.135538,-2.406190,No
14054,5p9t_A_rec_5k01_6ow_lig_tt_docked_1_pocket10_gen_sample_15,16,-1.362698,-5.490000,No
14055,m_274552____23520098____24979338____15976060,27,-1.380810,-12.746689,No
14056,m_282490____23964038____23973686____23981100,25,-0.807055,-0.907612,No
14057,5tmo_A_rec_5dke_5c8_lig_tt_docked_0_pocket10_gen_sample_13,27,-2.550517,14.020000,No
14058,3o8g_A_rec_5ioz_6c4_lig_tt_docked_2_pocket10_gen_sample_1,14,-0.675261,15.920000,No
14059,s_240690____17030858____21392948,25,-2.287680,-4.306242,No
14060,m_274552____23519668____13185386____15974650,25,-1.015141,-5.594115,No
14061,m_282030____21894376____23202030____21953312,27,-1.270200,8.275380,No
14062,2y0j_A_rec_4fcd_0t6_lig_tt_docked_1_pocket10_gen_sample_13,25,-2.748451,3.600000,No
14063,s_240690____15098142____25962108,23,-1.383435,-5.595292,No
14064,5k0c_A_rec_2zvj_sam_lig_tt_docked_0_pocket10_gen_sample_6,27,-2.423679,5.520000,No
14065,m_274552____18613018____24988634____15974906,24,-1.140245,-8.071360,No
